"sido","sigungu","oper_type","name","support","kakao_name","addr_road","addr_jibun","longitude","latitude","tel","place_url","category","geo_grade","match_query","cand_seen"
"경남","김해시","위탁","김해시장애인종합복지관","○ 수급자, 차상위: 30만원 / ○ 일반 : 20만원","김해시 장애인종합복지관","경남 김해시 삼계로 140","경남 김해시 삼계동 32","128.87602287317404","35.263324301318555","055-310-8930","http://place.map.kakao.com/17861167","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","경남 김해시 김해시장애인종합복지관","2"
"경남","거제시","위탁","거제시 장애인자립생활지원센터","○ 수급자, 차상위: 40만원 / ○ 일반 : 20만원","거제시장애인자립생활지원센터","경남 거제시 상동11길 5","경남 거제시 상동동 605-5","128.63316646692581","34.87234935811414","055-634-1522","http://place.map.kakao.com/10177970","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","경남 거제시 거제시 장애인자립생활지원센터","1"
"경남","양산시","지원사업 수행기관 공모","양산시장애인복지관","○ 수급자, 차상위: 40만원 / ○ 일반 : 20만원 한도 내 수리비의 50%","양산시장애인복지관","경남 양산시 물금읍 물금로 225","경남 양산시 물금읍 가촌리 1312-1","129.003322657864","35.3224722349821","055-367-9655","http://place.map.kakao.com/1596850175","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","경남 양산시 양산시장애인복지관","15"
"경남","함안군","직접수행(보조금 지원)","현대메디칼","○ 수급자, 차상위: 40만원 / ○ 일반 : 30만원","현대메디칼","경남 함안군 가야읍 충무길 47","경남 함안군 가야읍 도항리 119-5","128.401698298955","35.2786154360155","055-584-0350","http://place.map.kakao.com/1929865510","의료,건강 > 의료기기판매","A","경남 함안군 현대메디칼","7"
"경남","남해군","수리업체지정(계약)","남해독일보청기","○ 수급자 : 30만원 / ○ 차상위 : 20만원 / ○ 일반 : 10만원","남해독일보청기","경남 남해군 남해읍 화전로 84-1","경남 남해군 남해읍 북변리 158-1","127.894155543916","34.8387415001142","055-864-1201","http://place.map.kakao.com/672663112","의료,건강 > 의료기기판매 > 의료보조기구 > 보청기","A","경남 남해군 남해독일보청기","2"
"경남","하동군","위탁","경남하동군장애인편의증진기술지원센터","○ 수급자, 차상위 : 30만원 / ○ 일반 : 15만원","경남하동군장애인편의증진기술지원센터","경남 하동군 하동읍 섬진강대로 2214","경남 하동군 하동읍 읍내리 1563-6","127.741438953423","35.0718910903322","055-883-9168","http://place.map.kakao.com/791603403","사회,공공기관 > 단체,협회 > 사회복지단체","A","경남 하동군 경남하동군장애인편의증진기술지원센터","1"
"경남","거창군","직접수행(보조금 지원)","","30만원 한도 내","","","","","","","","","NONE","","30"
"제주","제주시","지정","사회복지법인 삼다","○ 수급자, 차상위: 40만원 / ○ 일반 : 30만원","사회복지법인삼다","제주특별자치도 제주시 아봉로 433","제주특별자치도 제주시 월평동 420-1","126.581249995259","33.4710500348307","064-710-1210","http://place.map.kakao.com/14647810","사회,공공기관 > 단체,협회 > 사회복지시설","A","제주 제주시 사회복지법인 삼다","2"
"제주","서귀포시","지정","서귀포시장애인자립생활센터","소득구분없이 연30만원 수리비용 지원","서귀포시장애인자립생활센터","제주특별자치도 서귀포시 칠십리로72번길 9","제주특별자치도 서귀포시 서귀동 783-15","126.564549267841","33.2397733034639","064-762-1700","http://place.map.kakao.com/623537359","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","제주 서귀포시 서귀포시장애인자립생활센터","1"
"제주","제주시","보조사업","제주장애인자립생활센터","전동휠체어 / 수급자,차상위 40만원, 일반 32만원 / 그 외 품목 / 수급자, 차상위 25만원, 일반 20만원 /","제주장애인자립생활센터","제주특별자치도 제주시 청사로 75","제주특별자치도 제주시 도남동 663-12","126.52702740506149","33.49013110620315","064-751-9100","http://place.map.kakao.com/26570349","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","제주 제주시 제주장애인자립생활센터","1"
"강원","원주시","지정","케어존 동부점","○ 수급자, 차상위: 20만원 / ○ 일반 : 10만원","","","","","","","","","NONE","","3"
"강원","영월군","위탁","영월군장애인협회","○ 수급자: 20만원 / ○ 차상위: 10만원 / ○ 일 반: 출장비 무료","영월군장애인협회","강원특별자치도 영월군 영월읍 하송로 46-41","강원특별자치도 영월군 영월읍 하송리 236-1","128.46128922764177","37.18582925713386","","http://place.map.kakao.com/1507305565","서비스,산업 > 제조업 > 산업용품","A","강원 영월군 영월군장애인협회","2"
"강원","원주시","지정","중앙의료기","○ 수급자, 차상위: 20만원 / ○ 일반 : 10만원","","","","","","","","","NONE","","22"
"강원","속초시","위탁","신체장애인복지회","○ 수급자,차상위 : 무료 / ○ 일반 : 부품비만 청구","(사단)한국신체장애인복지회 속초시지부","강원특별자치도 속초시 중앙로 12-11","강원특별자치도 속초시 교동 670-23","128.57971940204564","38.19743149786767","033-636-6901","http://place.map.kakao.com/27530643","사회,공공기관 > 단체,협회","A","강원 속초시 신체장애인복지회","1"
"강원","횡성군","위탁","횡성군장애인종합복지관(장애인보장구수리센터)","○ 수급자,차상위 : 연간 40만원 / ○ 일반 : 연간 15만원","","","","","","","","","NONE","","0"
"강원","춘천시","위탁","강원특별자치도재활병원","○ 수급자, 차상위: 20만원 / ○ 일반 : 10만원","강원특별자치도재활병원","강원특별자치도 춘천시 충열로142번길 24-16","강원특별자치도 춘천시 우두동 291-2","127.741198845202","37.9037093344621","033-248-7700","http://place.map.kakao.com/18407156","의료,건강 > 병원 > 재활의학과","A","강원 춘천시 강원특별자치도재활병원","12"
"강원","동해시","지정","동해시장애인보장구A/S센터","○ 수급자, 차상위: 연간 20만원 한도 내(모터, 배터리 제외)","","","","","","","","","NONE","","0"
"강원","양구군","위탁","(사)강원특별자치도 지체장애인협회 양구군지회","○ 수급자,차상위 : 연간 30만원 / ○ 일반 : 연간 20만원 / ○ 배터리 교체 지원 : 최대 30만원 / - 배터리 교체 내구연한 : 1년 6개월","","","","","","","","","NONE","","1"
"강원","양구군","위탁","(사)강원특별자치도 장애인복지회 양구군지회","-","","","","","","","","","NONE","","0"
